Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,SMA_100,SMA_200,EMA_20,EMA_50,EMA_63,EMA_100,EMA_200,MACD,ADX,RSI,Stoch_Osc,Williams_R,BBlow,BBmid,BBupp,ATR,OBV,CMF,Price_Change,Pct_Change,Close_Lag_1,Volume_Lag_1,Close_Lag_2,Volume_Lag_2,Close_Lag_3,Volume_Lag_3,Close_Lag_5,Volume_Lag_5,Close_Lag_10,Volume_Lag_10,Close_Roll_Mean_5,Close_Roll_Std_5,Volume_Roll_Mean_5,Close_Roll_Mean_10,Close_Roll_Std_10,Volume_Roll_Mean_10,Close_Roll_Mean_20,Close_Roll_Std_20,Volume_Roll_Mean_20,Relative_Volume,Day_of_Week,Is_Month_End,VWAP,High_Volume,Significant_Price_Move,Volume_Spike_With_Price_Move
2021-10-14 00:00:00+05:30,2475.571601018626,2491.2483411329486,2463.516207512407,2475.617431640625,4311734,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,34674309,,4.996337890625,0.00202230034514983,2470.62109375,4979881.0,2445.73095703125,3341005.0,2431.842041015625,7384333.0,2358.272216796875,3168332.0,2309.54638671875,6795327.0,2454.54111328125,18.217663855753358,5580639.8,2402.6754638671873,59.100020618309806,5290652.8,,,,,3,0,2394.6600833549824,0,0,0
2021-10-18 00:00:00+05:30,2446.4645566819886,2516.504901866656,2440.688928331119,2482.21826171875,6797239,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,41471548,,6.600830078125,0.002666336887824583,2475.617431640625,4311734.0,2470.62109375,4979881.0,2445.73095703125,3341005.0,2448.89404296875,7886246.0,2313.6259765625,4479464.0,2461.20595703125,21.445089979424257,5362838.4,2419.5346923828124,54.762336583913076,5522430.3,,,,,0,0,2403.6098874642407,0,0,0
2021-10-19 00:00:00+05:30,2497.069520408393,2522.32631508472,2482.5848616618878,2504.449462890625,4416704,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,45888252,,22.231201171875,0.008956183070090606,2482.21826171875,6797239.0,2475.617431640625,4311734.0,2470.62109375,4979881.0,2431.842041015625,7384333.0,2343.375,5459276.0,2475.72744140625,21.171686457818453,4769312.6,2435.642138671875,53.54742738935851,5418173.1,,,,,1,0,2409.8902730582095,0,0,0
2021-10-20 00:00:00+05:30,2514.442273215345,2514.442273215345,2467.4583684745035,2475.617431640625,6355285,,,,,,,,,,,0.0,71.33651695135515,80.12482974437275,-19.875170255627253,0.0,,0.0,51.77402683267009,39532967,,-28.83203125,-0.011512323038342376,2504.449462890625,4416704.0,2482.21826171875,6797239.0,2475.617431640625,4311734.0,2445.73095703125,3341005.0,2392.009033203125,6766817.0,2481.704736328125,13.365477771541187,5372168.6,2444.002978515625,52.49453151025415,5377019.9,,,,,2,0,2415.296109353159,0,0,0
2021-10-21 00:00:00+05:30,2500.370067765172,2500.920035224301,2386.5083744808258,2404.201904296875,10415834,,,,,,,,,,,0.0,52.841665031383165,49.73669669145404,-50.26330330854596,0.0,,0.0,56.24814354058475,29117133,,-71.41552734375,-0.028847561998471605,2475.617431640625,6355285.0,2504.449462890625,4416704.0,2482.21826171875,6797239.0,2470.62109375,4979881.0,2346.766845703125,5129440.0,2468.4208984375,37.802394364605895,6459359.2,2449.746484375,42.94759589106391,5905659.3,,,,,3,0,2413.9782913458475,0,0,0
2021-10-22 00:00:00+05:30,2401.90994718415,2443.0726361075526,2394.117528871611,2408.694091796875,5513737,,,,,,,,,,,0.0,53.65559341611263,42.160570802352694,-57.839429197647306,0.0,,0.0,55.7272123759674,34630870,,4.4921875,0.0018684734805223258,2404.201904296875,10415834.0,2475.617431640625,6355285.0,2504.449462890625,4416704.0,2475.617431640625,4311734.0,2358.272216796875,3168332.0,2455.03623046875,45.65040727354815,6699759.8,2454.788671875,32.768522658493296,6140199.8,,,,,4,0,2413.665678876749,0,0,0
2021-10-25 00:00:00+05:30,2456.9155845784053,2456.9155845784053,2356.0719711281567,2385.224853515625,8599208,,,,,,,,,,,0.0,48.906406254936485,26.69114937774391,-73.30885062225609,0.0,,0.0,58.94981245270177,26031662,,-23.46923828125,-0.009743552890828955,2408.694091796875,5513737.0,2404.201904296875,10415834.0,2475.617431640625,6355285.0,2482.21826171875,6797239.0,2448.89404296875,7886246.0,2435.637548828125,51.4515792255374,7060153.6,2448.4217529296875,39.52915422151329,6211496.0,,,,,0,0,2411.2632338422754,0,0,0
2021-10-26 00:00:00+05:30,2399.251306231673,2446.7393441596405,2386.462381267693,2439.542724609375,4875089,,,,,,,,,,,0.0,58.141065610951024,54.90624177983664,-45.09375822016336,0.0,,0.0,59.13300375208132,30906751,,54.31787109375,0.022772641754797318,2385.224853515625,8599208.0,2408.694091796875,5513737.0,2404.201904296875,10415834.0,2504.449462890625,4416704.0,2431.842041015625,7384333.0,2422.656201171875,35.4494498027912,7151830.6,2449.1918212890623,39.24425866741124,5960571.6,,,,,1,0,2412.5556181656048,0,0,0
2021-10-27 00:00:00+05:30,2431.246395525554,2453.982021745108,2401.8641165614313,2408.694091796875,4948149,,,,,,,,,,,0.0,52.353714943111854,32.50756513364271,-67.4924348663573,0.0,,0.0,58.631925282909556,25958602,,-30.8486328125,-0.012645252120943917,2439.542724609375,4875089.0,2385.224853515625,8599208.0,2408.694091796875,5513737.0,2475.617431640625,6355285.0,2445.73095703125,3341005.0,2409.271533203125,19.499716969416905,6870403.4,2445.488134765625,41.30095791082365,6121286.0,,,,,2,0,2412.3844402656905,0,0,0
2021-10-28 00:00:00+05:30,2401.9099184252623,2418.3657791750347,2374.865729013812,2382.291259765625,4943090,2411.3617553710938,,,,2405.2194262761236,,,,,,0.0,47.95403354339491,15.770588613503213,-84.22941138649679,0.0,2411.3617553710938,0.0,57.55107705993191,21015512,-0.14357745411908607,-26.40283203125,-0.010961471662660816,2408.694091796875,4948149.0,2439.542724609375,4875089.0,2385.224853515625,8599208.0,2404.201904296875,10415834.0,2470.62109375,4979881.0,2404.889404296875,23.06065153193686,5775854.6,2436.6551513671875,44.63915265082058,6117606.9,2411.3617553710938,57.47257938870509,5828309.5,0.848117279976295,3,0,2411.108312946113,0,0,0
2021-10-29 00:00:00+05:30,2380.045408924772,2380.045408924772,2293.4575383598317,2325.131591796875,7116512,2412.141015625,,,,2397.592013468576,,,,,,0.0,40.09774324108946,13.839394735402061,-86.16060526459793,0.0,2412.141015625,0.0,59.78555165606487,13899000,-0.16554897780267422,-57.15966796875,-0.02399356826518917,2382.291259765625,4943090.0,2408.694091796875,4948149.0,2439.542724609375,4875089.0,2408.694091796875,5513737.0,2475.617431640625,4311734.0,2388.176904296875,42.06384826330141,6096409.6,2421.6065673828125,54.35350525365178,6398084.7,2412.141015625,56.10890591453031,5844368.75,1.2176699151640629,4,0,2406.161344955559,0,0,0
2021-11-01 00:00:00+05:30,2325.1314984590717,2343.2375040711154,2286.489979283317,2326.552490234375,7740557,2412.7873413085936,,,,2390.826344589129,,,,,,0.0,40.35931630307085,16.987420880213474,-83.01257911978652,0.0,2412.7873413085936,0.0,59.56854973690297,21639557,-0.14500100171994576,1.4208984375,0.0006111045252290559,2325.131591796875,7116512.0,2382.291259765625,4943090.0,2408.694091796875,4948149.0,2385.224853515625,8599208.0,2482.21826171875,6797239.0,2376.442431640625,50.44262553882912,5924679.4,2406.039990234375,57.278121333362236,6492416.5,2412.7873413085936,54.97741409689933,6007423.4,1.288498659841422,0,0,2401.4725487534038,0,0,0
2021-11-02 00:00:00+05:30,2333.152894200915,2335.9032163003426,2287.5441539372155,2292.632080078125,5284565,2410.2501953125,,,,2381.474509873795,,,,,,0.0,36.28580154033657,2.604391207968964,-97.39560879203103,0.0,2410.2501953125,1.0,58.76787206734756,16354992,-0.18047295915140504,-33.92041015625,-0.014579688315062622,2326.552490234375,7740557.0,2325.131591796875,7116512.0,2382.291259765625,4943090.0,2439.542724609375,4875089.0,2504.449462890625,4416704.0,2347.060302734375,47.18001283905197,6006574.6,2384.858251953125,55.99337070154673,6579202.6,2410.2501953125,59.34656316664918,5998687.85,0.8809534905204311,1,0,2397.2652216632955,0,0,0
2021-11-03 00:00:00+05:30,2297.445114644224,2310.2340401724387,2256.1451783479893,2276.864013671875,5994715,2404.4929443359374,,,,2371.5116054736122,,,,,,0.0,34.540554814621416,7.783735383314526,-92.21626461668546,0.0,2404.4929443359374,0.0,58.43365704999769,10360277,-0.24525515222571875,-15.76806640625,-0.006877713412137498,2292.632080078125,5284565.0,2326.552490234375,7740557.0,2325.131591796875,7116512.0,2408.694091796875,4948149.0,2475.617431640625,6355285.0,2320.694287109375,40.486959598829586,6215887.8,2364.98291015625,55.470265059219855,6543145.6,2404.4929443359374,66.37790188545684,5960082.75,1.0058106995242642,2,0,2392.2073514065914,0,0,0
2021-11-04 00:00:00+05:30,2285.435499368338,2296.3909573337173,2282.731250331619,2290.844482421875,852828,2401.696826171875,,,,2363.8290223258277,,,,,,0.0,37.41477417717868,13.035974111195353,-86.96402588880464,0.0,2401.696826171875,0.0,55.65460609370088,11213105,-0.21969883846927257,13.98046875,0.006140230012003922,2276.864013671875,5994715.0,2292.632080078125,5284565.0,2326.552490234375,7740557.0,2382.291259765625,4943090.0,2404.201904296875,10415834.0,2302.404931640625,22.25475663978748,5397835.4,2353.64716796875,58.08608478205149,5586845.0,2401.696826171875,70.01571109848744,5746252.15,0.14841464971216065,3,0,2391.6051789163735,0,0,0
2021-11-08 00:00:00+05:30,2309.6838349227805,2310.2340448598757,2251.9280383615464,2293.6865234375,10168591,2398.4675415039064,,,,2357.148784336463,,,,,,0.0,38.010652989968484,15.44332515059064,-84.55667484940935,0.0,2398.4675415039064,0.0,55.84399183688862,21381696,-0.1529046359551594,2.842041015625,0.0012406084469864798,2290.844482421875,852828.0,2276.864013671875,5994715.0,2292.632080078125,5284565.0,2325.131591796875,7116512.0,2408.694091796875,5513737.0,2296.11591796875,18.322444346334773,6008251.2,2342.1464111328123,57.35695269241463,6052330.4,2398.4675415039064,73.52541967165783,6096265.1,1.6680034140903748,0,0,2385.1280183501945,0,0,0
2021-11-09 00:00:00+05:30,2296.4826286100233,2318.3930596564487,2280.0267687703613,2311.79248046875,7841248,2391.6124633789063,,,,2352.829136349062,,,,,,0.0,41.81165379673837,22.804265125105985,-77.19573487489403,0.0,2391.6124633789063,0.0,54.5955846261171,29222944,-0.15892927643156698,18.10595703125,0.007893823696585534,2293.6865234375,10168591.0,2290.844482421875,852828.0,2276.864013671875,5994715.0,2326.552490234375,7740557.0,2385.224853515625,8599208.0,2293.163916015625,12.436297380829123,6028389.4,2334.803173828125,55.91139594328286,5976534.4,2391.6124633789063,74.95389869198614,6094015.2,1.2867129048184849,1,0,2381.5688229393845,0,0,0
2021-11-10 00:00:00+05:30,2307.2088799409426,2345.0710371110567,2295.2451473161536,2337.645263671875,5126735,2386.902624511719,,,,2351.383053236949,,,,,,22.366968575827688,46.82532919036122,34.425694958210336,-65.57430504178966,0.0,2386.902624511719,0.0,54.25489213817325,34349679,-0.08218843414875635,25.852783203125,0.011183003414684922,2311.79248046875,7841248.0,2293.6865234375,10168591.0,2290.844482421875,852828.0,2292.632080078125,5284565.0,2439.542724609375,4875089.0,2302.166552734375,23.407883664379558,5996823.4,2324.613427734375,42.340094590260605,6001699.0,2386.902624511719,75.25187171574444,5981135.3,0.8571508154981882,2,0,2380.217921106516,0,0,0
2021-11-11 00:00:00+05:30,2328.615140136191,2356.53035417163,2324.4896566244774,2341.908203125,5361239,2381.7114868164062,,,,2350.4806865596206,,,,,,21.420372265998243,47.62666939926844,43.89542995371164,-56.10457004628836,0.0,2381.7114868164062,0.0,52.668163953100326,39710918,-0.08444340521108758,4.262939453125,0.0018236040854329172,2337.645263671875,5126735.0,2311.79248046875,7841248.0,2293.6865234375,10168591.0,2276.864013671875,5994715.0,2408.694091796875,4948149.0,2315.175390625,23.899513839297207,5870128.2,2317.9348388671874,31.47780202559324,6043008.0,2381.7114868164062,74.55792759402355,6082147.0,0.8814714606536146,3,0,2379.0241765089354,0,0,0
2021-11-12 00:00:00+05:30,2349.5632057582625,2382.4290980696037,2344.1542221459354,2377.249267578125,4356170,2377.0428955078123,,,,2353.0300752280496,,,,,,19.9081802989202,53.837587058091806,61.136020958073075,-38.863979041926925,0.0,2377.0428955078123,0.0,51.800501881064854,44067088,-0.059527442491646425,35.341064453125,0.015090712951927987,2341.908203125,5361239.0,2337.645263671875,5126735.0,2311.79248046875,7841248.0,2290.844482421875,852828.0,2382.291259765625,4943090.0,2332.45634765625,31.830656502192607,6570796.6,2317.4306396484376,30.352701796615023,5984316.0,2377.0428955078123,71.56075264913697,6050961.45,0.7199136923934625,4,0,2378.9803477377445,0,0,0
2021-11-15 00:00:00+05:30,2383.5748497742766,2385.591882206132,2356.0721106114725,2363.222900390625,2401634,2371.4231689453127,,,,2354.000820481628,,,,,,18.58352272104914,51.24037085274521,55.08174605882736,-44.91825394117264,0.0,2371.4231689453127,0.0,50.209021146321625,41665454,-0.06626931542961503,-14.0263671875,-0.005900250923955297,2377.249267578125,4356170.0,2341.908203125,5361239.0,2337.645263671875,5126735.0,2293.6865234375,10168591.0,2325.131591796875,7116512.0,2346.363623046875,25.14549028500537,5017405.2,2321.2397705078124,33.63878425937278,5512828.2,2371.4231689453127,67.7224644502153,5955456.45,0.4032661509933466,0,0,2378.768707376199,0,0,0
2021-11-16 00:00:00+05:30,2357.951157981319,2360.6556494841666,2287.3150195143535,2308.308837890625,5668790,2362.7276977539063,,,,2349.6492030920085,,,,,,18.65867206857154,42.579755782898864,27.90382975130474,-72.09617024869526,0.0,2362.7276977539063,0.0,52.044653984175184,35996664,-0.0929475746264017,-54.9140625,-0.023236937358267373,2363.222900390625,2401634.0,2377.249267578125,4356170.0,2341.908203125,5361239.0,2311.79248046875,7841248.0,2326.552490234375,7740557.0,2345.66689453125,26.361706828760457,4582913.6,2319.4154052734375,33.812902206128555,5305651.5,2362.7276977539063,63.79900735492319,5899034.0,0.9609692027542136,1,0,2376.6035800298205,0,0,0
2021-11-17 00:00:00+05:30,2290.9362039315974,2290.9362039315974,2256.14518559394,2258.8955078125,5101014,2350.45,,,,2341.0059940177694,,,,,,19.25569129194837,36.587214302135706,4.186231690540291,-95.8137683094597,0.0,2350.45,0.0,52.05315386364018,30895650,-0.13233656331605903,-49.413330078125,-0.0214067239474246,2308.308837890625,5668790.0,2363.222900390625,2401634.0,2377.249267578125,4356170.0,2337.645263671875,5126735.0,2292.632080078125,5284565.0,2329.916943359375,47.445707207213786,4577769.4,2316.041748046875,38.18275796125801,5287296.4,2350.45,58.49749484597067,5933249.5,0.8597336080338438,2,0,2373.436431445685,0,0,0
2021-11-18 00:00:00+05:30,2255.2285007882188,2281.8146275861104,2246.106751652369,2267.42138671875,4252812,2340.0401977539063,,,,2333.9979361797673,,,,,-4.506602082808172,19.97100557136654,38.20325829871355,15.280937101869437,-84.71906289813056,0.0,2340.0401977539063,0.0,50.885634011504564,35148462,-0.09206533328126494,8.52587890625,0.003774357369237702,2258.8955078125,5101014.0,2308.308837890625,5668790.0,2363.222900390625,2401634.0,2341.908203125,5361239.0,2276.864013671875,5994715.0,2315.019580078125,53.98293168900198,4356084.0,2315.0974853515627,39.35795189213694,5113106.1,2340.0401977539063,53.34927917713325,5828125.85,0.729704901619446,3,0,2371.110405130354,0,0,0
2021-11-22 00:00:00+05:30,2233.3178093369215,2245.1440489070296,2155.3014866612843,2166.990234375,12062153,2328.1796142578123,,,,2318.0924407697894,,,,,-12.031464343926288,21.80332815427516,28.869938024914063,5.075655754579368,-94.92434424542063,0.0,2328.1796142578123,1.0,55.25951015764464,23086309,-0.10541197483747984,-100.43115234375,-0.04429311328367014,2267.42138671875,4252812.0,2258.8955078125,5101014.0,2308.308837890625,5668790.0,2377.249267578125,4356170.0,2290.844482421875,852828.0,2272.9677734375,72.20631660250174,5897280.6,2302.712060546875,61.241777279435034,6234038.6,2328.1796142578123,63.69865842066273,5910441.8,2.040820873999639,0,0,2359.1522724629103,1,1,1
2021-11-23 00:00:00+05:30,2138.8458345949307,2201.3689892814473,2116.797909954024,2187.250732421875,12663499,2317.1074462890624,,,,2305.6313256890357,,,,,-14.644008482724018,23.87568476775171,32.454989472704455,26.210715172500862,-73.78928482749913,0.0,2317.1074462890624,0.0,57.3531936697717,35749808,-0.01431843588493217,20.260498046875,0.009349602838758742,2166.990234375,12062153.0,2267.42138671875,4252812.0,2258.8955078125,5101014.0,2363.222900390625,2401634.0,2293.6865234375,10168591.0,2237.77333984375,58.87102646554607,7949653.6,2292.0684814453125,71.39249709291698,6483529.4,2317.1074462890624,68.06319554913205,6267929.9,2.0203638525057532,1,0,2349.192158853041,1,0,0
2021-11-24 00:00:00+05:30,2181.8876943228342,2209.2987702390483,2148.4718371529643,2155.66845703125,8410148,2305.6296264648436,,,,2291.3491477216276,,,,,-17.315760938186166,25.576579959278007,29.923196595282832,14.461093287005887,-85.5389067129941,0.0,2305.6296264648436,1.0,57.601317913794,27339660,-0.03665196084468868,-31.582275390625,-0.01443925697336712,2187.250732421875,12663499.0,2166.990234375,12062153.0,2267.42138671875,4252812.0,2308.308837890625,5668790.0,2311.79248046875,7841248.0,2207.245263671875,52.36728260942783,8497925.2,2276.4560791015624,82.76503369560295,6540419.4,2305.6296264648436,74.97618299229875,6258476.9,1.343801077223757,2,0,2342.021311268172,0,0,0
2021-11-25 00:00:00+05:30,2175.470429280875,2293.732344105509,2160.9396977174147,2285.435546875,21200968,2297.924267578125,,,,2290.7859476409967,,,,,-9.548160671383918,25.129106076153015,47.905471887329895,62.73862300855721,-37.26137699144278,0.0,2297.924267578125,0.0,63.34864428239865,48540628,0.07246187631572863,129.76708984375,0.060198074254175005,2155.66845703125,8410148.0,2187.250732421875,12663499.0,2166.990234375,12062153.0,2258.8955078125,5101014.0,2337.645263671875,5126735.0,2212.553271484375,59.737816926327454,11717916.0,2271.235107421875,80.07939553552959,8147842.7,2297.924267578125,68.09233830853286,7074770.85,2.996700310088489,3,0,2337.187241069448,1,1,1
2021-11-26 00:00:00+05:30,2262.379178592638,2271.3634354114056,2201.5980744455032,2211.774169921875,7881569,2288.078271484375,,,,2283.2610164296516,,,,,-8.605134118894505,24.71359461325124,41.40967894062255,35.334222405393305,-64.6657775946067,0.0,2288.078271484375,0.0,64.81213200719138,40659059,0.05761970121516851,-73.661376953125,-0.032230782904311694,2285.435546875,21200968.0,2155.66845703125,8410148.0,2187.250732421875,12663499.0,2267.42138671875,4252812.0,2341.908203125,5361239.0,2201.423828125,51.58779280730568,12443667.4,2258.2217041015624,77.86156966506296,8399875.7,2288.078271484375,65.41679197645144,7221441.85,1.0914120979870523,4,0,2333.326884513147,0,0,0
2021-11-29 00:00:00+05:30,2236.0684421894293,2291.899115775157,2199.3978798042485,2238.2685546875,12162677,2280.8771362304688,,,,2278.976020073256,,,,,-5.57773359466627,23.889628475648866,44.33342878793327,45.1909853914231,-54.8090146085769,0.0,2280.8771362304688,0.0,66.78992514745688,52821736,0.06354646463699273,26.494384765625,0.011978792919243197,2211.774169921875,7881569.0,2285.435546875,21200968.0,2155.66845703125,8410148.0,2166.990234375,12062153.0,2377.249267578125,4356170.0,2215.6794921875,49.499856501128086,12463772.2,2244.3236328125,65.71049275689164,9180526.4,2280.8771362304688,62.35533595743077,7582421.2,1.604062433250213,0,0,2329.0162925413433,0,0,0
2021-11-30 00:00:00+05:30,2262.562492785051,2269.8049434577197,2190.0009791735047,2205.17333984375,16086149,2274.8792236328127,,,,2271.947193384732,,,,,-5.192745435786776,23.277748265103998,41.544581271182345,32.8785013850075,-67.12149861499249,0.0,2274.8792236328127,0.0,67.71949937151103,36735587,0.009819687941517417,-33.09521484375,-0.014786078629590804,2238.2685546875,12162677.0,2211.774169921875,7881569.0,2285.435546875,21200968.0,2187.250732421875,12663499.0,2363.222900390625,2401634.0,2219.264013671875,47.53652295453421,13148302.2,2228.5186767578125,51.379376510208985,10548977.9,2274.8792236328127,63.630793341546536,8030903.05,2.003031153513925,1,1,2322.0090788825696,0,0,0
2021-12-01 00:00:00+05:30,2230.47583870227,2268.063008581521,2223.2333884407713,2261.645751953125,5052305,2271.63388671875,,,,2270.966103724579,,,,,-0.7563198478516355,22.709573783883762,47.601704692462235,53.8880544029629,-46.1119455970371,0.0,2271.63388671875,0.0,67.37451146910102,41787892,0.012627773532976238,56.472412109375,0.02560905806768754,2205.17333984375,16086149.0,2238.2685546875,12162677.0,2211.774169921875,7881569.0,2155.66845703125,8410148.0,2308.308837890625,5668790.0,2240.45947265625,33.70631827249024,12476733.6,2223.8523681640627,45.057681443623046,10487329.4,2271.63388671875,62.50180352005132,7896490.45,0.6398165149430403,2,0,2320.9550933811533,0,0,0
2021-12-02 00:00:00+05:30,2264.1208766452523,2288.4149848958123,2256.695103813151,2276.17626953125,6360205,2270.8110961914062,,,,2271.4623099918813,,,,,3.3119935519140995,21.700616943711157,49.0641991059513,59.29387413038465,-40.70612586961535,0.0,2270.8110961914062,0.0,64.8277521557839,48148097,0.04791703135361825,14.530517578125,0.00642475399411091,2261.645751953125,5052305.0,2205.17333984375,16086149.0,2238.2685546875,12162677.0,2285.435546875,21200968.0,2258.8955078125,5101014.0,2238.6076171875,30.74149902590729,9508581.0,2225.5804443359375,46.846864544646714,10613248.5,2270.8110961914062,62.31887559545019,7950272.45,0.7999983698671861,3,0,2319.991989843544,0,0,0
2021-12-03 00:00:00+05:30,2290.432079218041,2290.5237404598074,2200.2228679164873,2207.7861328125,9611240,2267.3572021484374,,,,2265.3979121652733,,,,,1.6369625099575842,21.734450210896593,42.98322534512728,33.850544376469905,-66.1494556235301,0.0,2267.3572021484374,0.0,66.64726075489362,38536857,0.006272060295143262,-68.39013671875,-0.030046063494385766,2276.17626953125,6360205.0,2261.645751953125,5052305.0,2205.17333984375,16086149.0,2211.774169921875,7881569.0,2267.42138671875,4252812.0,2237.810009765625,31.650071754909092,9854515.2,2219.6169189453126,44.67412272501279,11149091.3,2267.3572021484374,63.86091934485391,8131098.7,1.1820346000719435,4,0,2316.4598875215434,0,0,0
2021-12-06 00:00:00+05:30,2214.891141537355,2223.1418659330116,2160.9397698969374,2165.93603515625,5166127,2261.111779785156,,,,2255.9253524501282,,,,,-1.860085344007345,22.32291713722422,39.73760448901625,20.150324241052946,-79.84967575894704,0.0,2261.111779785156,0.0,66.32974898926366,33370730,-0.02082535309107643,-41.85009765625,-0.01895568462645303,2207.7861328125,9611240.0,2276.17626953125,6360205.0,2261.645751953125,5052305.0,2238.2685546875,12162677.0,2166.990234375,12062153.0,2223.343505859375,45.07262876380617,8455205.2,2219.5114990234374,44.81313472280435,10459488.7,2261.111779785156,67.45002756088844,8346763.65,0.6189377364243445,0,0,2313.9553825939606,0,0,0
